ID,Departamento,Categoria_Planta,Tipo_Planta,Temperatura_C,Humedad_Relativa_pct,Horas_Luz_Solar,pH_Suelo,Tipo_Suelo,Fertilidad_Suelo,Crecimiento_cm_semana,Cond_Temperatura,Cond_Humedad,Cond_Luz_Solar,Cond_pH,Cond_Suelo,Cond_Fertilidad,Condiciones_Optimas_Total,Estado_Crecimiento
145,Sucre,Hortaliza,Zanahoria,22.0,69.0,9.3,5.24,Franco,Media,7.82,Óptima,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,4,Bueno
146,Huila,Cultivo Agrícola,Maíz,32.6,42.2,12.7,6.13,Arenoso,Alta,7.44,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
147,Sucre,Planta Tropical,Yuca,27.2,71.8,6.3,5.85,Arenoso,Alta,8.35,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Bueno
148,Huila,Cultivo Agrícola,Trigo,14.6,59.3,12.0,7.26,Limoso,Alta,21.5,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Excelente
149,Huila,Hortaliza,Pimentón,33.7,46.1,7.1,5.63,Franco,Baja,22.43,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Baja,2,Malo
150,Córdoba,Hortaliza,Pimentón,33.2,40.2,13.6,7.1,Franco,Media,22.87,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
151,Magdalena,Hortaliza,Pimentón,19.5,66.6,6.1,5.83,Limoso,Media,15.61,Óptima,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,4,Bueno
152,Magdalena,Planta Tropical,Café,14.0,60.6,9.7,5.14,Franco,Alta,21.18,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
153,Cesar,Hortaliza,Pimentón,17.4,81.5,12.8,7.42,Arenoso,Alta,29.35,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
154,Bolívar,Hortaliza,Lechuga,14.7,67.6,3.9,6.82,Arcilloso,Media,62.76,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Bueno
155,Meta,Planta Tropical,Plátano,37.9,90.1,4.8,5.72,Arenoso,Alta,44.46,Fuera de rango,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
156,Tolima,Hortaliza,Tomate,30.0,46.0,9.9,5.02,Franco,Media,27.08,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,3,Regular
157,Cesar,Cultivo Agrícola,Maíz,19.7,55.5,6.0,5.18,Arenoso,Baja,11.79,Fuera de rango,Óptima,Óptima,Fuera de rango,No óptimo,Baja,2,Malo
158,Nariño,Planta Tropical,Café,20.9,71.6,2.2,5.35,Limoso,Baja,23.8,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Baja,4,Excelente
159,Nariño,Cultivo Agrícola,Frijol,25.4,73.2,11.3,7.3,Arenoso,Media,20.99,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Bueno
160,Nariño,Planta Tropical,Palma,26.0,63.9,9.3,4.58,Franco-Arcilloso,Media,27.88,Óptima,Fuera de rango,Óptima,Óptima,Óptima,Óptima,5,Excelente
161,Boyacá,Hortaliza,Zanahoria,20.7,69.0,4.7,6.79,Arcilloso,Baja,10.04,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Baja,3,Regular
162,Córdoba,Planta Tropical,Caña de azúcar,20.5,73.9,11.4,5.32,Arcilloso,Baja,35.88,Fuera de rango,Óptima,Óptima,Fuera de rango,No óptimo,Baja,2,Regular
163,Huila,Cultivo Agrícola,Frijol,13.9,75.8,7.4,6.82,Arenoso,Baja,9.5,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Baja,2,Malo
164,Nariño,Planta Tropical,Plátano,30.9,67.0,7.2,7.26,Franco,Baja,17.17,Óptima,Fuera de rango,Óptima,Fuera de rango,Óptima,Baja,3,Regular
165,Nariño,Cultivo Agrícola,Frijol,21.3,68.4,4.9,7.06,Franco,Media,68.34,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Excelente
166,Cesar,Hortaliza,Pepino,17.9,60.6,7.1,5.52,Arenoso,Baja,27.61,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Baja,3,Regular
167,Cundinamarca,Cultivo Agrícola,Arroz,22.9,81.9,9.1,5.61,Franco-Arcilloso,Media,31.68,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Excelente
168,Santander,Planta Tropical,Cacao,31.5,66.9,7.2,6.29,Franco,Media,21.45,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
169,Córdoba,Planta Tropical,Cacao,17.4,78.4,2.5,6.9,Arenoso,Media,27.36,Fuera de rango,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
170,Cesar,Cultivo Agrícola,Papa,8.2,47.6,7.4,5.28,Arenoso,Alta,20.18,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,3,Regular
171,Sucre,Planta Tropical,Caña de azúcar,18.2,97.9,10.7,7.26,Arcilloso,Baja,3.78,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Baja,2,Malo
172,Huila,Planta Tropical,Café,11.4,83.2,8.1,5.11,Franco-Arcilloso,Baja,8.05,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Baja,3,Regular
173,Cundinamarca,Planta Tropical,Cacao,33.3,82.4,6.1,4.98,Franco-Arcilloso,Baja,18.58,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Baja,3,Regular
174,Tolima,Cultivo Agrícola,Arroz,39.4,79.9,5.7,5.49,Arcilloso,Media,13.68,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Regular
175,Antioquia,Planta Tropical,Palma,30.1,80.5,8.5,5.5,Franco,Baja,48.49,Óptima,Óptima,Óptima,Óptima,Óptima,Baja,5,Excelente
176,Santander,Hortaliza,Lechuga,23.7,74.5,5.4,5.66,Franco-Arcilloso,Baja,37.06,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Baja,3,Regular
177,Boyacá,Hortaliza,Pimentón,33.1,68.7,13.4,6.94,Franco-Arcilloso,Alta,49.55,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
178,Nariño,Hortaliza,Lechuga,9.8,60.1,6.2,5.79,Franco-Arcilloso,Baja,6.25,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Baja,3,Regular
179,Boyacá,Hortaliza,Zanahoria,30.2,67.5,11.7,6.08,Franco-Arcilloso,Alta,37.39,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
180,Sucre,Planta Tropical,Palma,31.0,84.3,6.4,4.18,Arenoso,Baja,4.76,Óptima,Óptima,Fuera de rango,Fuera de rango,No óptimo,Baja,2,Malo
181,Sucre,Planta Tropical,Palma,33.8,82.9,7.7,5.29,Franco,Baja,15.12,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Baja,4,Bueno
182,Boyacá,Hortaliza,Cebolla,8.4,60.5,14.0,7.53,Limoso,Media,34.43,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
183,Santander,Cultivo Agrícola,Sorgo,27.8,32.8,13.0,6.35,Franco-Arcilloso,Media,50.77,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
184,Magdalena,Cultivo Agrícola,Trigo,6.3,52.9,9.3,5.55,Franco-Arcilloso,Alta,16.31,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
185,Boyacá,Cultivo Agrícola,Trigo,11.2,30.7,7.2,7.94,Arcilloso,Baja,5.14,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,No óptimo,Baja,1,Malo
186,Huila,Cultivo Agrícola,Frijol,31.0,47.2,9.9,7.53,Franco-Arcilloso,Media,18.8,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,3,Regular
187,Meta,Planta Tropical,Yuca,38.3,87.5,12.1,5.45,Franco,Alta,15.71,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
188,Cauca,Planta Tropical,Café,19.8,78.7,7.3,6.74,Franco,Media,30.24,Óptima,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,4,Bueno
189,Tolima,Hortaliza,Tomate,15.3,76.9,9.6,7.04,Franco-Arcilloso,Baja,10.12,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Baja,4,Bueno
190,Valle del Cauca,Hortaliza,Pepino,35.0,81.9,8.2,5.74,Arenoso,Alta,42.64,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Bueno
191,Cauca,Planta Tropical,Palma,26.7,79.7,12.5,4.21,Arcilloso,Baja,9.7,Óptima,Óptima,Fuera de rango,Fuera de rango,No óptimo,Baja,2,Malo
192,Magdalena,Planta Tropical,Plátano,25.6,68.2,5.1,6.54,Franco,Media,32.89,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
193,Bolívar,Hortaliza,Pimentón,19.1,46.3,9.3,5.78,Franco-Arcilloso,Media,18.22,Óptima,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,4,Excelente
194,Magdalena,Planta Tropical,Yuca,24.5,86.0,7.0,5.62,Arenoso,Media,40.85,Óptima,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,4,Bueno
195,Bolívar,Planta Tropical,Caña de azúcar,20.9,93.8,10.8,5.86,Franco,Baja,25.78,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Baja,3,Regular
196,Cauca,Planta Tropical,Café,25.2,75.1,3.4,4.63,Arenoso,Baja,1.59,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,No óptimo,Baja,1,Malo
197,Cauca,Hortaliza,Pimentón,14.4,74.3,5.8,7.91,Arenoso,Baja,10.6,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,No óptimo,Baja,1,Malo
198,Bolívar,Cultivo Agrícola,Papa,10.5,73.3,10.2,6.66,Franco,Alta,17.58,Óptima,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,4,Bueno
199,Magdalena,Hortaliza,Cebolla,25.7,72.1,12.9,6.19,Arenoso,Media,29.31,Fuera de rango,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
200,Magdalena,Hortaliza,Lechuga,19.6,44.4,5.8,7.07,Limoso,Media,51.84,Óptima,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
201,Bolívar,Planta Tropical,Caña de azúcar,34.6,56.1,13.6,6.1,Arenoso,Alta,48.74,Óptima,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
202,Nariño,Cultivo Agrícola,Frijol,20.5,67.2,11.0,6.04,Arcilloso,Media,6.54,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Bueno
203,Tolima,Planta Tropical,Cacao,16.1,82.9,4.8,6.88,Limoso,Media,14.67,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
204,Cauca,Hortaliza,Cebolla,12.2,70.1,5.5,6.72,Arcilloso,Media,36.65,Fuera de rango,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
205,Bolívar,Hortaliza,Pepino,28.0,52.4,11.3,6.86,Arcilloso,Media,20.13,Óptima,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
206,Sucre,Hortaliza,Pepino,23.5,49.4,7.0,6.5,Arenoso,Alta,63.07,Óptima,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,4,Bueno
207,Sucre,Hortaliza,Tomate,15.8,71.9,9.5,5.53,Limoso,Media,19.85,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
208,Valle del Cauca,Planta Tropical,Palma,18.5,92.4,7.5,5.55,Franco-Arcilloso,Alta,20.59,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Óptima,4,Bueno
209,Nariño,Hortaliza,Lechuga,11.0,53.8,6.7,6.46,Franco-Arcilloso,Media,12.42,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
210,Sucre,Planta Tropical,Cacao,25.9,74.7,7.8,6.8,Limoso,Baja,52.75,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Baja,4,Bueno
211,Cesar,Cultivo Agrícola,Frijol,12.3,49.1,4.4,5.59,Arenoso,Baja,3.54,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Baja,0,Malo
212,Magdalena,Planta Tropical,Yuca,37.1,49.7,6.4,7.06,Arenoso,Baja,2.75,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Baja,0,Malo
213,Bolívar,Cultivo Agrícola,Frijol,18.9,73.6,4.8,6.09,Arenoso,Alta,49.64,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Bueno
214,Cundinamarca,Hortaliza,Lechuga,22.1,84.1,5.1,6.81,Arcilloso,Baja,18.32,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Baja,2,Malo
215,Huila,Planta Tropical,Caña de azúcar,24.7,51.3,6.4,5.68,Arcilloso,Baja,7.56,Óptima,Fuera de rango,Fuera de rango,Óptima,No óptimo,Baja,2,Malo
216,Huila,Cultivo Agrícola,Arroz,26.1,79.4,10.1,5.87,Arcilloso,Baja,51.3,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Baja,3,Bueno
217,Valle del Cauca,Planta Tropical,Yuca,20.1,87.0,12.6,6.51,Arcilloso,Alta,5.55,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
218,Tolima,Planta Tropical,Café,13.1,66.0,9.8,6.48,Franco,Baja,49.73,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Baja,3,Bueno
219,Santander,Cultivo Agrícola,Frijol,28.6,61.0,5.8,7.69,Limoso,Alta,35.39,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
220,Valle del Cauca,Hortaliza,Pepino,14.6,48.3,9.2,7.27,Franco,Media,9.93,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,3,Regular
221,Boyacá,Hortaliza,Pimentón,14.1,62.1,6.8,5.97,Limoso,Alta,27.23,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
222,Valle del Cauca,Hortaliza,Zanahoria,29.1,66.7,5.3,6.74,Limoso,Baja,16.89,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Baja,3,Regular
223,Santander,Hortaliza,Pimentón,15.7,65.4,10.4,5.58,Franco-Arcilloso,Alta,63.54,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
224,Meta,Planta Tropical,Plátano,34.1,80.2,12.7,6.04,Franco-Arcilloso,Media,22.54,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
225,Sucre,Cultivo Agrícola,Sorgo,40.5,64.4,6.2,7.06,Arenoso,Media,18.95,Fuera de rango,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
226,Sucre,Cultivo Agrícola,Papa,8.1,87.9,11.4,5.76,Arenoso,Alta,17.5,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
227,Magdalena,Hortaliza,Zanahoria,23.3,55.7,6.0,7.05,Limoso,Media,13.68,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Óptima,5,Excelente
228,Tolima,Cultivo Agrícola,Maíz,19.8,42.8,7.1,6.13,Arcilloso,Media,28.76,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,3,Regular
229,Antioquia,Hortaliza,Pepino,32.5,68.6,13.8,6.59,Limoso,Alta,11.5,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
230,Sucre,Planta Tropical,Cacao,19.3,84.5,9.9,4.72,Arenoso,Media,7.25,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
231,Tolima,Hortaliza,Zanahoria,13.7,41.7,6.4,6.63,Limoso,Alta,54.65,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Óptima,4,Bueno
232,Bolívar,Cultivo Agrícola,Arroz,27.2,75.7,10.8,5.87,Arenoso,Media,13.42,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Bueno
233,Valle del Cauca,Hortaliza,Pepino,14.9,82.0,13.3,5.7,Franco,Media,53.94,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
234,Boyacá,Hortaliza,Tomate,33.2,76.3,7.7,7.49,Limoso,Media,16.85,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
235,Sucre,Cultivo Agrícola,Sorgo,20.8,29.1,7.4,5.14,Franco,Media,31.54,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,3,Regular
236,Cesar,Cultivo Agrícola,Frijol,31.3,78.9,7.0,6.35,Franco-Arcilloso,Alta,27.2,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Óptima,4,Bueno
237,Cauca,Planta Tropical,Palma,38.9,93.5,9.7,4.19,Limoso,Baja,26.66,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Baja,2,Malo
238,Boyacá,Cultivo Agrícola,Maíz,14.6,73.2,4.7,7.28,Franco,Media,24.49,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
239,Huila,Planta Tropical,Café,29.0,70.0,8.3,6.1,Limoso,Baja,21.34,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Baja,3,Regular
240,Huila,Planta Tropical,Plátano,28.1,85.4,4.6,5.64,Franco,Baja,8.34,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Baja,4,Bueno
241,Valle del Cauca,Planta Tropical,Café,15.5,71.1,5.6,5.68,Arenoso,Baja,24.21,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Baja,3,Regular
242,Nariño,Cultivo Agrícola,Sorgo,37.6,28.0,12.5,7.53,Franco,Media,7.91,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,2,Malo
243,Nariño,Planta Tropical,Yuca,23.3,86.2,8.6,4.76,Franco,Alta,53.79,Óptima,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
244,Cauca,Hortaliza,Tomate,26.9,42.2,9.1,7.79,Franco-Arcilloso,Media,36.72,Óptima,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,4,Regular
245,Cauca,Planta Tropical,Café,28.2,82.1,6.9,5.27,Franco-Arcilloso,Media,24.62,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
246,Valle del Cauca,Hortaliza,Pepino,27.3,79.3,6.0,5.96,Limoso,Media,48.6,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Excelente
247,Sucre,Planta Tropical,Café,25.3,53.2,2.6,5.39,Arcilloso,Media,22.11,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
248,Nariño,Hortaliza,Lechuga,20.0,80.7,7.9,7.25,Limoso,Media,56.3,Óptima,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
249,Cundinamarca,Cultivo Agrícola,Sorgo,37.1,84.5,12.4,7.08,Limoso,Media,40.48,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
250,Antioquia,Hortaliza,Pepino,18.8,68.3,12.4,5.17,Franco-Arcilloso,Media,19.2,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
251,Valle del Cauca,Hortaliza,Tomate,18.1,55.3,12.1,6.34,Arcilloso,Media,31.54,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Regular
252,Cundinamarca,Cultivo Agrícola,Frijol,20.6,61.3,8.6,5.91,Limoso,Baja,23.55,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Baja,4,Bueno
253,Huila,Planta Tropical,Yuca,32.1,70.0,8.1,4.72,Arenoso,Media,52.06,Óptima,Óptima,Óptima,Fuera de rango,No óptimo,Óptima,4,Bueno
254,Meta,Planta Tropical,Caña de azúcar,30.0,50.8,6.5,7.92,Arenoso,Media,16.5,Óptima,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Regular
255,Nariño,Hortaliza,Lechuga,6.7,54.4,4.3,5.55,Arenoso,Baja,3.86,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,No óptimo,Baja,1,Malo
256,Meta,Planta Tropical,Yuca,25.4,61.1,9.0,7.48,Franco,Alta,47.75,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Óptima,5,Excelente
257,Meta,Hortaliza,Pepino,22.5,62.0,9.9,5.39,Franco,Media,39.43,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Óptima,5,Excelente
258,Santander,Planta Tropical,Yuca,36.7,74.0,6.6,6.02,Limoso,Baja,28.95,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Baja,3,Regular
259,Meta,Cultivo Agrícola,Maíz,27.9,42.7,8.0,6.57,Arenoso,Baja,33.77,Óptima,Fuera de rango,Óptima,Óptima,No óptimo,Baja,3,Regular
260,Santander,Cultivo Agrícola,Trigo,23.5,38.1,12.7,7.28,Arenoso,Baja,37.31,Óptima,Fuera de rango,Fuera de rango,Óptima,No óptimo,Baja,2,Regular
261,Córdoba,Planta Tropical,Palma,25.4,75.6,5.3,6.24,Limoso,Baja,60.21,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Baja,4,Bueno
262,Santander,Hortaliza,Pepino,34.9,70.6,5.8,6.89,Arcilloso,Media,12.55,Fuera de rango,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
263,Antioquia,Hortaliza,Zanahoria,22.3,85.9,6.9,6.81,Franco-Arcilloso,Alta,55.02,Óptima,Fuera de rango,Óptima,Óptima,Óptima,Óptima,5,Excelente
264,Cundinamarca,Planta Tropical,Cacao,35.1,64.0,2.9,7.06,Franco,Media,21.44,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,2,Malo
265,Meta,Cultivo Agrícola,Sorgo,23.9,26.8,13.7,5.66,Arcilloso,Media,28.79,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Regular
266,Córdoba,Planta Tropical,Caña de azúcar,36.1,60.3,6.9,7.87,Arenoso,Alta,32.33,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
267,Meta,Planta Tropical,Café,16.6,50.6,7.9,6.59,Franco,Baja,13.46,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Baja,1,Malo
268,Huila,Cultivo Agrícola,Maíz,34.3,68.7,4.8,6.22,Limoso,Media,24.55,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
269,Huila,Planta Tropical,Café,13.1,86.4,9.6,4.68,Franco-Arcilloso,Baja,6.95,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Baja,1,Malo
270,Valle del Cauca,Planta Tropical,Yuca,22.1,61.3,6.3,6.63,Limoso,Alta,60.92,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Excelente
271,Cesar,Hortaliza,Lechuga,9.4,48.3,3.2,6.67,Franco,Media,19.45,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
272,Antioquia,Hortaliza,Pepino,29.8,88.3,9.1,7.05,Limoso,Media,20.06,Óptima,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
273,Córdoba,Hortaliza,Lechuga,24.1,75.2,7.4,6.54,Franco-Arcilloso,Alta,21.78,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Óptima,4,Bueno
274,Magdalena,Hortaliza,Pimentón,30.1,76.1,7.4,6.51,Franco,Baja,40.72,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Baja,4,Regular
275,Cauca,Hortaliza,Pimentón,18.1,75.3,5.6,7.6,Franco,Media,11.17,Óptima,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,4,Bueno
276,Meta,Cultivo Agrícola,Maíz,17.1,66.1,11.8,6.43,Arcilloso,Alta,24.85,Fuera de rango,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
277,Cauca,Cultivo Agrícola,Sorgo,26.7,82.8,5.8,7.06,Arcilloso,Media,6.06,Óptima,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
278,Nariño,Planta Tropical,Palma,32.0,98.5,11.8,6.85,Franco,Media,34.69,Óptima,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
279,Antioquia,Planta Tropical,Caña de azúcar,41.0,50.8,9.5,6.16,Franco,Media,7.6,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Óptima,4,Bueno
280,Santander,Planta Tropical,Cacao,31.4,73.7,8.6,7.05,Franco,Media,36.81,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
281,Cauca,Cultivo Agrícola,Maíz,33.1,76.5,4.3,5.99,Limoso,Alta,36.4,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
282,Magdalena,Planta Tropical,Palma,25.7,57.6,6.0,5.55,Limoso,Baja,6.91,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Baja,3,Bueno
283,Bolívar,Cultivo Agrícola,Trigo,27.9,76.1,11.4,7.87,Arenoso,Media,6.46,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Óptima,1,Malo
284,Cundinamarca,Planta Tropical,Palma,36.4,56.9,8.6,6.29,Limoso,Baja,25.0,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Baja,3,Regular
285,Tolima,Planta Tropical,Caña de azúcar,19.1,45.9,11.9,7.42,Arcilloso,Baja,12.85,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Baja,2,Malo
286,Santander,Planta Tropical,Caña de azúcar,16.0,61.5,10.8,7.92,Arenoso,Baja,32.56,Fuera de rango,Óptima,Óptima,Fuera de rango,No óptimo,Baja,2,Regular
287,Cauca,Planta Tropical,Café,14.9,56.9,9.2,6.28,Franco-Arcilloso,Baja,18.54,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Baja,2,Malo
288,Cauca,Cultivo Agrícola,Frijol,33.1,82.1,11.1,7.98,Arcilloso,Media,11.84,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Óptima,1,Malo
289,Valle del Cauca,Hortaliza,Pepino,19.0,54.8,6.3,6.56,Arcilloso,Media,21.48,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
290,Bolívar,Hortaliza,Zanahoria,12.6,72.1,10.5,7.37,Limoso,Media,31.83,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
291,Santander,Hortaliza,Pimentón,27.2,86.5,9.5,6.08,Franco,Alta,68.0,Óptima,Fuera de rango,Óptima,Óptima,Óptima,Óptima,5,Bueno
